id,gini
16029,0.4045
16031,0.4107
16033,0.3346
16035,0.3978
16037,0.4224
16039,0.4057
16041,0.3622
16043,0.3716
16045,0.4279
16047,0.437
16049,0.3791
16051,0.3759
16053,0.3856
16055,0.432
16057,0.4669
16059,0.4664
16061,0.4288
16063,0.365
16065,0.5116
16067,0.4186
16069,0.4079
16071,0.4209
16073,0.4489
16075,0.4243
16077,0.3358
16079,0.4157
16081,0.378
16083,0.4244
16085,0.4031
16087,0.4317
17001,0.4265
17003,0.4756
17005,0.4549
17007,0.4211
17009,0.4322
17011,0.4291
17013,0.4215
17015,0.4219
17017,0.403
17019,0.4948
17021,0.4332
17023,0.4185
17025,0.4038
17027,0.4041
17029,0.4887
17031,0.4982
17033,0.4436
17035,0.4056
17037,0.4294
17039,0.4327
17041,0.4029
17043,0.4501
17045,0.4625
17047,0.4101
17049,0.439
17051,0.4118
17053,0.4286
17055,0.4308
17057,0.4055
17059,0.454
17061,0.4119
17063,0.4114
17065,0.4408
17067,0.4031
17069,0.4788
17071,0.4139
17073,0.4172
17075,0.436
17077,0.5352
17079,0.3655
17081,0.4564
17083,0.4011
17085,0.4319
17087,0.4478
17089,0.4346
17091,0.4198
17093,0.3525
17095,0.4327
17097,0.4772
17099,0.4213
17101,0.4087
17103,0.4098
17105,0.4203
17107,0.4326
17109,0.4858
17111,0.3992
17113,0.4562
17115,0.4637
17117,0.4048
17119,0.4401
17121,0.4336
17123,0.3838
17125,0.426
17127,0.4407
17129,0.4126
17131,0.4024
17133,0.3958
17135,0.4228
17137,0.4277
17139,0.4073
17141,0.4059
17143,0.4614
17145,0.4305
17147,0.4041
17149,0.4187
17151,0.4125
17153,0.4575
17155,0.3989
17157,0.3987
17159,0.4285
17161,0.4366
17163,0.464
17165,0.4537
17167,0.4487
17169,0.3946
17171,0.435
17173,0.3872
17175,0.4152
17177,0.4241
17179,0.4107
17181,0.4511
17183,0.4272
17185,0.4265
17187,0.4274
17189,0.426
17191,0.4277
17193,0.4666
17195,0.4081
17197,0.4005
17199,0.4411
17201,0.4511
17203,0.3954
18001,0.4196
18003,0.4457
18005,0.4292
18007,0.3832
18009,0.4197
18011,0.4896
18013,0.4399
18015,0.3943
18017,0.4298
18019,0.4136
18021,0.4035
18023,0.3865
18025,0.3888
18027,0.4143
18029,0.4151
18031,0.3836
18033,0.4077
18035,0.4674
18037,0.4042
18039,0.4146
18041,0.4374
18043,0.4401
18045,0.3935
18047,0.3964
18049,0.4252
18051,0.4087
18053,0.4293
18055,0.4269
18057,0.4282
18059,0.3861
18061,0.3941
18063,0.3758
18065,0.4326
18067,0.4434
18069,0.39
18071,0.3931
18073,0.3716
18075,0.3971
18077,0.4049
18079,0.4038
18081,0.4137
18083,0.4281
18085,0.4214
18087,0.4157
18089,0.4461
18091,0.4325
18093,0.4191
18095,0.4285
18097,0.473
18099,0.416
18101,0.4061
18103,0.4158
18105,0.5106
18107,0.3998
18109,0.396
18111,0.4151
18113,0.4012
18115,0.3841
18117,0.401
18119,0.3954
18121,0.4547
18123,0.4017
18125,0.3922
18127,0.4145
18129,0.4295
18131,0.4202
18133,0.3874
18135,0.4536
18137,0.3842
18139,0.4176
18141,0.4591
18143,0.4263
18145,0.38
18147,0.3881
18149,0.4163
18151,0.4057
18153,0.4187
18155,0.3779
18157,0.4735
18159,0.387
18161,0.3758
18163,0.4528
18165,0.4326
18167,0.4639
18169,0.4066
18171,0.4106
18173,0.4137
18175,0.4021
18177,0.4548
18179,0.3968
18181,0.3928
18183,0.3867
19001,0.3919
19003,0.4079
19005,0.4119
19007,0.4358
19009,0.4745
19011,0.3884
19013,0.4297
19015,0.4099
19017,0.4223
19019,0.4258
19021,0.4282
19023,0.4015
19025,0.4511
19027,0.4263
19029,0.4257
19031,0.3647
19033,0.4442
19035,0.4275
19037,0.4117
19039,0.4584
19041,0.4684
19043,0.4135
19045,0.4354
19047,0.4329
19049,0.4289
19051,0.4558
19053,0.4379
19055,0.3824
19057,0.4367
19059,0.4394
19061,0.4156
19063,0.4824
19065,0.4061
19067,0.4438
19069,0.435
19071,0.4415
19073,0.4549
19075,0.4243
19077,0.4411
19079,0.4387
19081,0.3911
19083,0.4017
19085,0.3926
19087,0.4245
19089,0.4208
19091,0.4176
19093,0.4393
19095,0.3759
19097,0.4241
19099,0.4067
19101,0.5057
19103,0.4837
19105,0.4122
19107,0.4011
19109,0.4323
19111,0.4162
19113,0.4251
19115,0.406
19117,0.4173
19119,0.407
19121,0.4186
19123,0.4392
19125,0.4013
19127,0.3965
19129,0.3669
19131,0.394
19133,0.4301
19135,0.3929
19137,0.4326
19139,0.4067
19141,0.4774
19143,0.38
19145,0.4197
19147,0.4275
19149,0.3959
19151,0.4395
19153,0.4392
19155,0.4328
19157,0.431
19159,0.4542
19161,0.4162
19163,0.4505
19165,0.4338
19167,0.4035
19169,0.4594
19171,0.4119
19173,0.416
19175,0.4166
19177,0.4011
19179,0.4297
19181,0.3781
19183,0.3863
19185,0.4277
19187,0.4518
19189,0.4093
19191,0.3898
19193,0.4358
19195,0.399
19197,0.4556
20001,0.4126
20003,0.4188
20005,0.4513
20007,0.4369
20009,0.4729
20011,0.4414
20013,0.4367
20015,0.4134
20017,0.4255
20019,0.4511
20021,0.3919
20023,0.3896
20025,0.42
20027,0.4236
20029,0.3847
20031,0.4142
20033,0.3661
20035,0.4365
20037,0.4613
20039,0.5123
20041,0.4085
20043,0.3928
20045,0.4653
20047,0.4084
20049,0.3782
20051,0.458
20053,0.4236
20055,0.4164
20057,0.4187
20059,0.407
20061,0.403
20063,0.4389
20065,0.4645
20067,0.4565
20069,0.3773
20071,0.3977
20073,0.4606
20075,0.4757
20077,0.4623
20079,0.4023
20081,0.3984
20083,0.4339
20085,0.3844
20087,0.3645
20089,0.4085
20091,0.4461
20093,0.3864
20095,0.3939
20097,0.4387
20099,0.4069
20101,0.4444
20103,0.3991
20105,0.4314
20107,0.4602
20109,0.4445
20111,0.4361
20113,0.4031
20115,0.4074
20117,0.4475
20119,0.3505
20121,0.4088
20123,0.4478
20125,0.4329
20127,0.3837
20129,0.427
20131,0.4313
20133,0.43
20135,0.4449
20137,0.3935
20139,0.3993
20141,0.4945
20143,0.3997
20145,0.4107
20147,0.4124
20149,0.388
20151,0.4534
20153,0.4269
20155,0.4241
20157,0.4227
20159,0.4356
20161,0.4892
20163,0.4201
20165,0.4099
20167,0.4793
20169,0.446
20171,0.3579
20173,0.4468
20175,0.3957
20177,0.4468
20179,0.3994
20181,0.4024
20183,0.4842
20185,0.4071
20187,0.4029
20189,0.4438
20191,0.407
20193,0.489
20195,0.3833
20197,0.3515
20199,0.4914
20201,0.402
20203,0.3675
20205,0.4033
20207,0.448
20209,0.4299
21001,0.4393
21003,0.4285
21005,0.372
21007,0.4473
21009,0.4423
21011,0.4921
21013,0.4729
21015,0.4001
21017,0.4571
21019,0.4949
21021,0.4685
21023,0.431
21025,0.4604
21027,0.4026
21029,0.3684
21031,0.4519
21033,0.4472
21035,0.4736
21037,0.4337
21039,0.4141
21041,0.4447
21043,0.4263
21045,0.4482
21047,0.4512
21049,0.4392
21051,0.4915
21053,0.4806
21055,0.4628
21057,0.4628
21059,0.4276
21061,0.4307
21063,0.4708
21065,0.4463
21067,0.4929
21069,0.5028
21071,0.4789
21073,0.4323
21075,0.465
21077,0.3904
21079,0.4207
21081,0.4023
21083,0.4567
21085,0.4806
21087,0.4705
21089,0.4439
21091,0.397
21093,0.4256
21095,0.4792
21097,0.4804
21099,0.4653
21101,0.4563
21103,0.4188
21105,0.3723
21107,0.4417
21109,0.4663
21111,0.4847
21113,0.4869
21115,0.4549
21117,0.4433
21119,0.471
21121,0.4707
21123,0.4314
21125,0.4682
21127,0.471
21129,0.4913
21131,0.484
21133,0.4668
21135,0.4767
21137,0.4471
21139,0.4263
21141,0.4354
21143,0.4239
21145,0.4857
21147,0.4666
21149,0.4112
21151,0.4557
21153,0.4638
21155,0.4471
21157,0.4153
21159,0.4915
21161,0.5156
21163,0.4321
21165,0.4365
21167,0.4374
21169,0.4533
21171,0.458
21173,0.4852
21175,0.468
21177,0.4265
21179,0.4454
21181,0.4283
21183,0.4539
21185,0.4226
21187,0.4447
21189,0.5201
21191,0.4446
21193,0.4841
21195,0.4821
21197,0.4951
21199,0.5056
21201,0.4562
21203,0.4641
21205,0.4463
21207,0.4684
21209,0.4094
21211,0.4189
21213,0.4048
21215,0.3469
21217,0.4289
21219,0.4226
21221,0.4355
21223,0.3879
21225,0.4435
21227,0.468
21229,0.414
21231,0.4571
21233,0.4366
21235,0.454
21237,0.5086
21239,0.4518
22001,0.4636
22003,0.4599
22005,0.4035
22007,0.4502
22009,0.4635
22011,0.4515
22013,0.498
22015,0.4359
22017,0.5011
22019,0.4717
22021,0.5141
22023,0.4073
22025,0.5277
22027,0.4663
22029,0.4886
22031,0.4674
22033,0.4873
22035,0.4998
22037,0.4504
22039,0.4985
22041,0.4833
22043,0.4447
22045,0.4816
22047,0.4881
22049,0.4533
22051,0.4742
22053,0.4834
22055,0.4868
22057,0.4559
22059,0.4628
22061,0.5434
22063,0.4229
22065,0.5058
22067,0.519
22069,0.5323
22071,0.5618
22073,0.4963
22075,0.4412
22077,0.4616
22079,0.4756
22081,0.5081
22083,0.458
22085,0.503
22087,0.4302
22089,0.4195
22091,0.4897
22093,0.4416
22095,0.4227
22097,0.4973
22099,0.4611
22101,0.4626
22103,0.4543
22105,0.4626
22107,0.4909
22109,0.4452
22111,0.475
22113,0.462
22115,0.3996
22117,0.4882
22119,0.4766
22121,0.438
22123,0.478
22125,0.4655
22127,0.4912
23001,0.4382
23003,0.4411
23005,0.4657
23007,0.4317
23009,0.4624
23011,0.4312
23013,0.4194
23015,0.428
23017,0.4227
23019,0.4421
23021,0.4445
23023,0.423
23025,0.4308
23027,0.427
23029,0.4322
23031,0.4251
24001,0.4603
24003,0.4133
24005,0.4404
24009,0.3745
24011,0.4202
24013,0.3944
24015,0.4022
24017,0.3821
24019,0.4649
24021,0.3955
24023,0.4417
24025,0.3999
24027,0.3967
24029,0.4293
24031,0.4558
24033,0.3952
24035,0.4022
24037,0.3925
24039,0.4491
24041,0.4935
24043,0.4317
24045,0.4547
24047,0.4718
24510,0.5056
25001,0.4602
25003,0.4723
25005,0.4541
25007,0.4654
25009,0.4761
25011,0.4257
25013,0.4668
25015,0.4529
25017,0.4728
25019,0.4697
25021,0.4757
25023,0.4409
25025,0.5299
25027,0.4461
26001,0.4251
26003,0.4151
26005,0.4188
26007,0.4292
26009,0.4387
26011,0.4269
26013,0.4278
26015,0.3941
26017,0.4349
26019,0.4065
26021,0.4573
26023,0.4325
26025,0.4452
26027,0.4211
26029,0.4635
26031,0.4437
26033,0.4443
26035,0.4334
26037,0.4158
26039,0.3998
26041,0.4212
26043,0.4404
26045,0.3983
26047,0.4865
26049,0.4533
26051,0.4321
26053,0.4427
26055,0.4506
26057,0.4219
26059,0.4205
26061,0.4541
26063,0.4207
26065,0.476
26067,0.3957
26069,0.4514
26071,0.42
26073,0.4845
26075,0.4373
26077,0.4718
26079,0.4245
26081,0.4476
26083,0.4284
26085,0.4495
26087,0.3907
26089,0.4585
26091,0.4035
26093,0.3854
26095,0.4123
26097,0.4206
26099,0.4187
26101,0.4413
26103,0.4502
26105,0.4354
26107,0.4401
26109,0.4057
26111,0.4594
26113,0.3988
26115,0.4119
26117,0.41
26119,0.3981
26121,0.4419
26123,0.4321
26125,0.4672
26127,0.409
26129,0.4406
26131,0.3946
26133,0.4117
26135,0.3987
26137,0.4179
26139,0.4093
26141,0.3977
26143,0.478
26145,0.4439
26147,0.4261
26149,0.4136
26151,0.4269
26153,0.4513
26155,0.4121
26157,0.3896
26159,0.4211
26161,0.473
26163,0.4867
26165,0.4308
27001,0.4339
27003,0.3874
27005,0.421
27007,0.4422
27009,0.3981
27011,0.4395
27013,0.4472
27015,0.4298
27017,0.3975
27019,0.414
27021,0.4303
27023,0.4045
27025,0.371
27027,0.415
27029,0.4282
27031,0.4572
27033,0.4338
27035,0.4392
27037,0.4094
27039,0.3826
27041,0.4286
27043,0.4267
27045,0.4103
27047,0.4307
27049,0.4328
27051,0.4078
27053,0.4845
27055,0.405
27057,0.4091
27059,0.3749
27061,0.4106
27063,0.4306
27065,0.3947
27067,0.4328
27069,0.4175
27071,0.447
27073,0.4413
27075,0.4328
27077,0.3463
27079,0.3896
27081,0.4166
27083,0.4544
27085,0.3911
27087,0.4505
27089,0.3973
27091,0.4214
27093,0.4085
27095,0.4024
27097,0.4123
27099,0.4419
27101,0.4194
27103,0.3909
27105,0.4277
27107,0.4142
27109,0.4411
27111,0.4293
27113,0.4215
27115,0.4101
27117,0.4303
27119,0.4262
27121,0.4347
27123,0.4609
27125,0.4018
27127,0.4252
27129,0.4393
27131,0.4227
27133,0.4355
27135,0.3991
27137,0.4462
27139,0.383
27141,0.3734
27143,0.393
27145,0.4199
27147,0.4174
27149,0.499
27151,0.4125
27153,0.4245
27155,0.4577
27157,0.4013
27159,0.4439
27161,0.4006
27163,0.4078
27165,0.423
27167,0.405
27169,0.434
27171,0.3724
27173,0.402
28001,0.5222
28003,0.4539
28005,0.4598
28007,0.4784
28009,0.5216
28011,0.4959
28013,0.4551
28015,0.477
28017,0.4697
28019,0.4473
28021,0.4895
28023,0.4623
28025,0.4983
28027,0.523
28029,0.4924
28031,0.4512
28033,0.3824
28035,0.5098
28037,0.4523
28039,0.4486
28041,0.4323
28043,0.5411
28045,0.4368
28047,0.4473
28049,0.4946
28051,0.5177
28053,0.4984
28055,0.4681
28057,0.4487
28059,0.4484
28061,0.4787
28063,0.4856
28065,0.4655
28067,0.4707
28069,0.4588
28071,0.5224
28073,0.4639
28075,0.4889
28077,0.4638
28079,0.4786
28081,0.4627
28083,0.5366
28085,0.4529
28087,0.4696
28089,0.4948
28091,0.5211
28093,0.4338
28095,0.4307
28097,0.4332
28099,0.4626
28101,0.4777
28103,0.4643
28105,0.5399
28107,0.4782
28109,0.447
28111,0.4333
28113,0.4871
28115,0.4306
28117,0.4454
28119,0.4803
28121,0.4201
28123,0.4437
28125,0.4077
28127,0.4651
28129,0.492
28131,0.4137
28133,0.5071
28135,0.4305
28137,0.4693
28139,0.4626
28141,0.4271
28143,0.4429
28145,0.4572
28147,0.4717
28149,0.4708
28151,0.5054
28153,0.5081
28155,0.4884
28157,0.449
28159,0.4847
28161,0.4574
28163,0.4994
29001,0.4805
29003,0.4193
29005,0.4203
29007,0.4009
29009,0.4142
29011,0.4375
29013,0.43
29015,0.4272
29017,0.4545
29019,0.4881
29021,0.4541
29023,0.4381
29025,0.4199
29027,0.4215
29029,0.4276
29031,0.4517
29033,0.4505
29035,0.4878
29037,0.4027
29039,0.4611
29041,0.431
29043,0.4077
29045,0.4377
29047,0.3996
29049,0.3844
29051,0.4246
29053,0.4422
29055,0.4465
29057,0.4482
29059,0.4089
29061,0.4119
29063,0.4238
29065,0.4531
29067,0.4275
29069,0.4634
29071,0.426
29073,0.407
29075,0.4015
29077,0.46
29079,0.4256
29081,0.4022
29083,0.4357
29085,0.4187
29087,0.4057
29089,0.4725
29091,0.4692
29093,0.4309
29095,0.4642
29097,0.4497
29099,0.3852
29101,0.4112
29103,0.508
29105,0.4181
29107,0.3801
29109,0.4253
29111,0.3917
29113,0.3842
29115,0.4205
29117,0.4402
29119,0.4379
29121,0.4291
29123,0.4032
29125,0.4028
29127,0.4564
29129,0.4051
29131,0.4384
29133,0.4469
29135,0.3842
29137,0.3707
29139,0.4172
29141,0.4316
29143,0.496
29145,0.4538
29147,0.4473
29149,0.4441
29151,0.3668
29153,0.3944
29155,0.4645
29157,0.3884
29159,0.4381
29161,0.4485
29163,0.4208
29165,0.4237
29167,0.4188
29169,0.3776
29171,0.4208
29173,0.3696
29175,0.4243
29177,0.4114
29179,0.4393
29181,0.4042
29183,0.3866
29185,0.4302
29186,0.4226
29187,0.4383
29189,0.4858
29195,0.4158
29197,0.4314
29199,0.4513
29201,0.4359
29203,0.4464
29205,0.415
29207,0.4811
29209,0.4071
29211,0.4176
29213,0.4352
29215,0.4527
29217,0.4181
29219,0.414
29221,0.4453
29223,0.4447
29225,0.4119
29227,0.4256
29229,0.4253
29510,0.5062
30001,0.4419
30003,0.449
30005,0.4473
30007,0.4239
30009,0.4317
30011,0.4897
30013,0.4337
30015,0.4438
30017,0.4376
30019,0.4445
30021,0.4162
30023,0.4403
30025,0.4858
30027,0.4146
30029,0.4506
30031,0.4517
30033,0.4362
30035,0.4976
30037,0.3707
30039,0.4007
30041,0.4254
30043,0.4078
30045,0.4349
30047,0.4684
30049,0.399
30051,0.488
30053,0.4466
30055,0.4305
30057,0.5189
30059,0.3717
30061,0.4558
30063,0.4522
30065,0.4215
30067,0.4277
30069,0.4071
30071,0.4263
30073,0.462
30075,0.464
30077,0.4185
30079,0.411
30081,0.4426
30083,0.4607
30085,0.4742
30087,0.4222
30089,0.4118
30091,0.4679
30093,0.4657
30095,0.4086
30097,0.4373
30099,0.4282
30101,0.4316
30103,0.373
30105,0.4256
30107,0.4043
30109,0.4643
30111,0.4537
31001,0.4409
31003,0.456
31005,0.4032
31007,0.5498
31009,0.4164
31011,0.4442
31013,0.4187
31015,0.4201
31017,0.4489
31019,0.4126
31021,0.4116
31023,0.4498
31025,0.3925
31027,0.4576
31029,0.5118
31031,0.4067
31033,0.4079
31035,0.4052
31037,0.4256
31039,0.4191
31041,0.4375
31043,0.4213
31045,0.4495
31047,0.3781
31049,0.4413
31051,0.3958
31053,0.4198
31055,0.4637
31057,0.4706
31059,0.3958
31061,0.4363
31063,0.431
31065,0.4109
31067,0.416
31069,0.4551
31071,0.3927
31073,0.36
31075,0.3369
31077,0.4426
31079,0.4249
31081,0.4083
31083,0.3883
31085,0.3936
31087,0.4166
31089,0.4302
31091,0.418
31093,0.4519
31095,0.4351
31097,0.4392
31099,0.392
31101,0.424
31103,0.4272
31105,0.4281
31107,0.4523
31109,0.4444
31111,0.4328
31113,0.4329
31115,0.3859
31117,0.3932
31119,0.4366
31121,0.4341
31123,0.4167
31125,0.4325
31127,0.4425
31129,0.3888
31131,0.3852
31133,0.4657
31135,0.396
31137,0.3985
31139,0.3872
31141,0.3921
31143,0.4233
31145,0.4072
31147,0.4255
31149,0.4209
31151,0.4068
31153,0.3767
31155,0.4163
31157,0.4418
31159,0.4091
31161,0.4187
31163,0.3871
31165,0.4796
31167,0.4496
31169,0.4781
31171,0.4235
31173,0.4829
31175,0.4224
31177,0.3851
31179,0.4338
31181,0.4202
31183,0.4723
31185,0.4387
32001,0.4086
32003,0.4481
32005,0.4579
32007,0.3916
32009,0.4372
32011,0.3903
32013,0.397
32015,0.3606
32017,0.5282
32019,0.3821
32021,0.4274
32023,0.4335
32027,0.413
32029,0.415
32031,0.4685
32033,0.4212
32510,0.4375
33001,0.4257
33003,0.4646
33005,0.4429
33007,0.4306
