id,gini
33009,0.4533
33011,0.4257
33013,0.4159
33015,0.4207
33017,0.4355
33019,0.4111
34001,0.4505
34003,0.4811
34005,0.4215
34007,0.4603
34009,0.4527
34011,0.4434
34013,0.5368
34015,0.4078
34017,0.4906
34019,0.4397
34021,0.4873
34023,0.421
34025,0.4681
34027,0.451
34029,0.4333
34031,0.4733
34033,0.4191
34035,0.4513
34037,0.3976
34039,0.4898
34041,0.4107
35001,0.4683
35003,0.4241
35005,0.4443
35006,0.4415
35007,0.4485
35009,0.465
35011,0.4586
35013,0.4813
35015,0.4724
35017,0.4688
35019,0.4443
35021,0.4572
35023,0.4475
35025,0.4344
35027,0.4587
35028,0.3718
35029,0.4547
35031,0.5057
35033,0.4557
35035,0.4322
35037,0.4277
35039,0.4564
35041,0.4417
35043,0.4343
35045,0.4583
35047,0.5115
35049,0.4859
35051,0.4249
35053,0.5073
35055,0.483
35057,0.4642
35059,0.4683
35061,0.4436
36001,0.45
36003,0.4184
36005,0.4946
36007,0.4484
36009,0.4196
36011,0.4122
36013,0.4323
36015,0.4566
36017,0.4106
36019,0.4385
36021,0.4527
36023,0.4219
36025,0.4284
36027,0.4317
36029,0.457
36031,0.4231
36033,0.4357
36035,0.4236
36037,0.4107
36039,0.4375
36041,0.403
36043,0.4185
36045,0.4159
36047,0.5111
36049,0.4136
36051,0.3991
36053,0.4236
36055,0.4631
36057,0.4472
36059,0.4523
36061,0.5975
36063,0.4391
36065,0.4462
36067,0.4573
36069,0.4276
36071,0.4323
36073,0.4063
36075,0.428
36077,0.437
36079,0.4194
36081,0.4457
36083,0.4235
36085,0.441
36087,0.4496
36089,0.4561
36091,0.4126
36093,0.4327
36095,0.4222
36097,0.3852
36099,0.4171
36101,0.4374
36103,0.4267
36105,0.4542
36107,0.4326
36109,0.4925
36111,0.4556
36113,0.4335
36115,0.3972
36117,0.4018
36119,0.5342
36121,0.387
36123,0.4398
37001,0.4545
37003,0.4187
37005,0.434
37007,0.4518
37009,0.4497
37011,0.4863
37013,0.4482
37015,0.4634
37017,0.4913
37019,0.4488
37021,0.4603
37023,0.4444
37025,0.4203
37027,0.4567
37029,0.3626
37031,0.4501
37033,0.4267
37035,0.4464
37037,0.4765
37039,0.4262
37041,0.4729
37043,0.4801
37045,0.4584
37047,0.4737
37049,0.4406
37051,0.4368
37053,0.3808
37055,0.4143
37057,0.4287
37059,0.4601
37061,0.4496
37063,0.477
37065,0.4438
37067,0.4837
37069,0.4232
37071,0.4585
37073,0.3823
37075,0.4583
37077,0.4114
37079,0.4269
37081,0.4782
37083,0.4783
37085,0.4235
37087,0.4379
37089,0.4352
37091,0.4835
37093,0.4208
37095,0.3703
37097,0.4696
37099,0.4739
37101,0.4104
37103,0.4369
37105,0.4176
37107,0.447
37109,0.4466
37111,0.4352
37113,0.4755
37115,0.4395
37117,0.4238
37119,0.4945
37121,0.4704
37123,0.4842
37125,0.4816
37127,0.4507
37129,0.483
37131,0.456
37133,0.3991
37135,0.525
37137,0.4423
37139,0.4656
37141,0.4619
37143,0.4413
37145,0.4227
37147,0.4911
37149,0.4394
37151,0.417
37153,0.4505
37155,0.4845
37157,0.431
37159,0.443
37161,0.4391
37163,0.4703
37165,0.4648
37167,0.418
37169,0.4307
37171,0.452
37173,0.4494
37175,0.4293
37177,0.438
37179,0.4354
37181,0.4663
37183,0.4428
37185,0.4588
37187,0.472
37189,0.531
37191,0.4455
37193,0.4676
37195,0.4584
37197,0.4662
37199,0.4446
38001,0.436
38003,0.4631
38005,0.5074
38007,0.4893
38009,0.4786
38011,0.4647
38013,0.4635
38015,0.4275
38017,0.4603
38019,0.4482
38021,0.4318
38023,0.5203
38025,0.5058
38027,0.4664
38029,0.5095
38031,0.4205
38033,0.4935
38035,0.4851
38037,0.5081
38039,0.4185
38041,0.4328
38043,0.4563
38045,0.4758
38047,0.4786
38049,0.4491
38051,0.4781
38053,0.4809
38055,0.4466
38057,0.3981
38059,0.4118
38061,0.4572
38063,0.4388
38065,0.4234
38067,0.4043
38069,0.4215
38071,0.4603
38073,0.4336
38075,0.3865
38077,0.4137
38079,0.5006
38081,0.4201
38083,0.474
38085,0.5345
38087,0.4391
38089,0.4143
38091,0.4471
38093,0.4416
38095,0.4352
38097,0.4528
38099,0.4504
38101,0.4254
38103,0.467
38105,0.4396
39001,0.4458
39003,0.449
39005,0.4186
39007,0.4256
39009,0.4973
39011,0.382
39013,0.4329
39015,0.4298
39017,0.4358
39019,0.4054
39021,0.3913
39023,0.4414
39025,0.427
39027,0.4454
39029,0.4322
39031,0.4134
39033,0.4162
39035,0.5008
39037,0.4173
39039,0.3971
39041,0.4251
39043,0.434
39045,0.4202
39047,0.4186
39049,0.4692
39051,0.4291
39053,0.4669
39055,0.4499
39057,0.4462
39059,0.4362
39061,0.5067
39063,0.4312
39065,0.4194
39067,0.4282
39069,0.3907
39071,0.4113
39073,0.4184
39075,0.3965
39077,0.3964
39079,0.4443
39081,0.4483
39083,0.4357
39085,0.4175
39087,0.4352
39089,0.4275
39091,0.4165
39093,0.4335
39095,0.4847
39097,0.4168
39099,0.4553
39101,0.4283
39103,0.4037
39105,0.4236
39107,0.3913
39109,0.4037
39111,0.4199
39113,0.4619
39115,0.4535
39117,0.3872
39119,0.4269
39121,0.4235
39123,0.4067
39125,0.4255
39127,0.412
39129,0.4084
39131,0.4463
39133,0.4289
39135,0.4109
39137,0.3653
39139,0.4306
39141,0.439
39143,0.4088
39145,0.4671
39147,0.419
39149,0.4262
39151,0.4412
39153,0.4663
39155,0.4253
39157,0.4156
39159,0.4193
39161,0.4164
39163,0.4039
39165,0.4121
39167,0.4495
39169,0.4126
39171,0.3969
39173,0.4445
39175,0.3908
40001,0.4509
40003,0.4747
40005,0.4658
40007,0.4222
40009,0.4878
40011,0.4462
40013,0.4587
40015,0.4331
40017,0.3847
40019,0.446
40021,0.4522
40023,0.4806
40025,0.441
40027,0.4345
40029,0.4681
40031,0.4403
40033,0.4043
40035,0.42
40037,0.439
40039,0.457
40041,0.4687
40043,0.4564
40045,0.4791
40047,0.4325
40049,0.4815
40051,0.4251
40053,0.4254
40055,0.4477
40057,0.5
40059,0.4185
40061,0.4122
40063,0.4776
40065,0.4415
40067,0.4496
40069,0.434
40071,0.4425
40073,0.3889
40075,0.5006
40077,0.4669
40079,0.4567
40081,0.4397
40083,0.4568
40085,0.3988
40087,0.4163
40089,0.4522
40091,0.4307
40093,0.4554
40095,0.4553
40097,0.4226
40099,0.4006
40101,0.4523
40103,0.4257
40105,0.4173
40107,0.4424
40109,0.4887
40111,0.4387
40113,0.4355
40115,0.4321
40117,0.4202
40119,0.5002
40121,0.4559
40123,0.4239
40125,0.4465
40127,0.4797
40129,0.4564
40131,0.4156
40133,0.4603
40135,0.4324
40137,0.4508
40139,0.4248
40141,0.4276
40143,0.4803
40145,0.4024
40147,0.455
40149,0.435
40151,0.4547
40153,0.4503
41001,0.4574
41003,0.4848
41005,0.4411
41007,0.4329
41009,0.4219
41011,0.4662
41013,0.4205
41015,0.4181
41017,0.4651
41019,0.4231
41021,0.4156
41023,0.4391
41025,0.4232
41027,0.4091
41029,0.4511
41031,0.4234
41033,0.4755
41035,0.436
41037,0.4617
41039,0.4667
41041,0.4327
41043,0.407
41045,0.4603
41047,0.428
41049,0.4007
41051,0.4835
41053,0.4198
41055,0.4908
41057,0.4176
41059,0.4174
41061,0.4664
41063,0.4226
41065,0.4239
41067,0.4281
41069,0.456
41071,0.4211
42001,0.4032
42003,0.485
42005,0.4134
42007,0.4282
42009,0.4164
42011,0.4322
42013,0.4361
42015,0.4215
42017,0.4367
42019,0.44
42021,0.4388
42023,0.4325
42025,0.4092
42027,0.468
42029,0.4492
42031,0.4391
42033,0.4196
42035,0.4192
42037,0.4542
42039,0.4243
42041,0.4265
42043,0.4434
42045,0.4724
42047,0.3918
42049,0.4547
42051,0.4382
42053,0.4027
42055,0.3908
42057,0.3852
42059,0.4231
42061,0.4057
42063,0.4593
42065,0.4115
42067,0.3952
42069,0.4538
42071,0.4175
42073,0.4355
42075,0.4081
42077,0.445
42079,0.4518
42081,0.4224
42083,0.4177
42085,0.4303
42087,0.402
42089,0.4051
42091,0.4604
42093,0.4731
42095,0.4322
42097,0.4206
42099,0.366
42101,0.5104
42103,0.4053
42105,0.4393
42107,0.4152
42109,0.432
42111,0.4198
42113,0.4191
42115,0.4172
42117,0.4279
42119,0.4496
42121,0.4101
42123,0.4359
42125,0.4468
42127,0.4178
42129,0.4397
42131,0.4149
42133,0.4124
44001,0.477
44003,0.4432
44005,0.4639
44007,0.4809
44009,0.4329
45001,0.428
45003,0.457
45005,0.4636
45007,0.4458
45009,0.5167
45011,0.4843
45013,0.4604
45015,0.4231
45017,0.4564
45019,0.4965
45021,0.482
45023,0.4767
45025,0.4606
45027,0.4835
45029,0.4541
45031,0.4745
45033,0.4705
45035,0.4081
45037,0.4369
45039,0.4976
45041,0.4697
45043,0.4852
45045,0.4752
45047,0.4756
45049,0.4878
45051,0.4453
45053,0.4263
45055,0.4369
45057,0.4489
45059,0.4478
45061,0.4537
45063,0.4271
45065,0.4869
45067,0.4802
45069,0.4741
45071,0.4416
45073,0.4742
45075,0.475
45077,0.4504
45079,0.4643
45081,0.4531
45083,0.4476
45085,0.4407
45087,0.4416
45089,0.5016
45091,0.4495
46003,0.4028
46005,0.4355
46007,0.492
46009,0.4495
46011,0.4506
46013,0.4188
46015,0.3938
46017,0.4203
46019,0.4269
46021,0.5564
46023,0.4645
46025,0.5004
46027,0.4996
46029,0.4282
46031,0.5597
46033,0.4223
46035,0.4038
46037,0.4845
46039,0.4152
46041,0.4714
46043,0.4498
46045,0.4088
46047,0.4242
46049,0.4663
46051,0.4119
46053,0.4675
46055,0.4371
46057,0.3983
46059,0.4386
46061,0.4096
46063,0.4182
46065,0.4049
46067,0.4679
46069,0.379
46071,0.4199
46073,0.4694
46075,0.4091
46077,0.4088
46079,0.4549
46081,0.4702
46083,0.4035
46085,0.3913
46087,0.4222
46089,0.459
46091,0.4522
46093,0.4263
46095,0.4204
46097,0.5192
46099,0.4221
46101,0.4331
46103,0.4322
46105,0.4943
46107,0.4398
46109,0.445
46111,0.4088
46113,0.5059
46115,0.4748
46117,0.4435
46119,0.4543
46121,0.4499
46123,0.449
46125,0.4021
46127,0.4644
46129,0.474
46135,0.4543
46137,0.4797
47001,0.4579
47003,0.4443
47005,0.4347
47007,0.4443
47009,0.4434
47011,0.4649
47013,0.4412
47015,0.4502
47017,0.4536
47019,0.4575
47021,0.3945
47023,0.4584
47025,0.4581
47027,0.4406
47029,0.4793
47031,0.4577
47033,0.4257
47035,0.4336
47037,0.4905
47039,0.5101
47041,0.5062
47043,0.438
47045,0.4536
47047,0.4645
47049,0.4542
47051,0.4635
47053,0.4401
47055,0.4374
47057,0.4389
47059,0.4401
47061,0.4588
47063,0.4608
47065,0.4789
47067,0.4553
47069,0.4479
47071,0.5155
47073,0.4476
47075,0.4795
47077,0.4358
47079,0.4657
47081,0.4373
47083,0.4167
47085,0.4364
47087,0.4701
47089,0.4408
47091,0.4337
47093,0.4814
47095,0.4695
47097,0.4653
47099,0.4416
47101,0.4001
47103,0.4209
47105,0.4627
47107,0.4529
47109,0.4769
47111,0.4227
47113,0.4802
47115,0.4351
47117,0.4365
47119,0.4279
47121,0.421
47123,0.4563
47125,0.42
47127,0.466
47129,0.4317
47131,0.4694
47133,0.4549
47135,0.4227
47137,0.4334
47139,0.4544
47141,0.5135
47143,0.4495
47145,0.4502
47147,0.3921
47149,0.404
47151,0.5183
47153,0.4476
47155,0.4337
47157,0.4993
47159,0.4355
47161,0.4313
47163,0.4661
47165,0.446
47167,0.4197
47169,0.4622
47171,0.4821
47173,0.4364
47175,0.4707
47177,0.474
47179,0.4909
47181,0.4379
47183,0.4583
47185,0.446
47187,0.4441
47189,0.4178
48001,0.4546
48003,0.4712
48005,0.4731
48007,0.4775
48009,0.4403
48011,0.3554
48013,0.4455
48015,0.4384
48017,0.4406
48019,0.4266
48021,0.4147
48023,0.5835
48025,0.473
48027,0.4238
48029,0.4606
48031,0.4234
48033,0.5928
48035,0.4581
48037,0.4826
48039,0.4276
48041,0.5238
48043,0.494
48045,0.4427
48047,0.5242
48049,0.4443
48051,0.429
48053,0.4304
48055,0.4195
48057,0.4318
48059,0.4559
48061,0.4942
48063,0.4461
48065,0.3618
48067,0.4426
48069,0.5203
48071,0.4268
48073,0.4817
48075,0.4298
48077,0.433
48079,0.4623
48081,0.4928
48083,0.4672
48085,0.4298
48087,0.4283
48089,0.4679
48091,0.4543
48093,0.4372
48095,0.4428
48097,0.4403
48099,0.387
48101,0.4114
48103,0.437
48105,0.4221
48107,0.4695
48109,0.4663
48111,0.4321
48113,0.4971
48115,0.4985
48117,0.4162
48119,0.4197
48121,0.4264
48123,0.5061
48125,0.4314
48127,0.5074
48129,0.4103
48131,0.5413
48133,0.5534
48135,0.4522
48137,0.4376
48139,0.4071
48141,0.4676
48143,0.4956
48145,0.447
48147,0.4335
48149,0.496
48151,0.4381
48153,0.4741
48155,0.3652
48157,0.4284
48159,0.5215
48161,0.449
48163,0.4712
48165,0.4466
48167,0.4564
48169,0.4679
48171,0.4709
48173,0.4336
48175,0.496
48177,0.4798
48179,0.4363
48181,0.4415
48183,0.4662
48185,0.4648
48187,0.3978
48189,0.436
48191,0.5034
48193,0.4677
48195,0.4519
48197,0.4558
48199,0.432
48201,0.4956
48203,0.463
48205,0.4223
48207,0.4591
48209,0.461
48211,0.4546
48213,0.4595
48215,0.4901
48217,0.4456
48219,0.441
48221,0.4372
48223,0.4327
48225,0.4818
48227,0.4499
48229,0.5033
48231,0.4502
48233,0.4302
48235,0.4668
48237,0.481
48239,0.4093
48241,0.4437
48243,0.4036
48245,0.4942
48247,0.4737
48249,0.4769
48251,0.4005
48253,0.4462
48255,0.5513
48257,0.4016
48259,0.4498
48261,0.3705
48263,0.4283
48265,0.464
48267,0.5161
48269,0.4169
48271,0.4095
48273,0.4802
48275,0.4145
48277,0.4491
48279,0.4639
48281,0.412
48283,0.5475
48285,0.4377
48287,0.433
48289,0.4576
48291,0.433
48293,0.4297
48295,0.4586
48297,0.4213
48299,0.5348
48301,0.4153
48303,0.4844
48305,0.4491
48307,0.4291
48309,0.47
48311,0.6047
48313,0.4322
48315,0.4922
48317,0.4822
48319,0.4513
48321,0.4746
48323,0.4737
48325,0.4208
48327,0.4948
48329,0.4849
48331,0.4733
48333,0.4702
48335,0.4246
48337,0.4538
48339,0.4646
48341,0.3905
48343,0.443
48345,0.4339
48347,0.4833
48349,0.4481
48351,0.464
48353,0.4562
48355,0.4612
48357,0.4406
48359,0.4875
48361,0.4535
48363,0.4821
48365,0.4161
48367,0.4377
48369,0.4158
48371,0.4224
48373,0.4416
48375,0.4766
48377,0.4531
48379,0.4032
48381,0.429
48383,0.4161
48385,0.387
48387,0.4656
48389,0.4734
48391,0.4548
48393,0.4332
48395,0.4558
48397,0.3919
48399,0.4534
48401,0.4493
48403,0.4757
48405,0.4842
48407,0.4796
48409,0.4341
48411,0.4149
48413,0.5021
48415,0.4459
48417,0.4697
48419,0.4854
48421,0.4414
48423,0.4676
48425,0.4398
48427,0.4887
48429,0.4395
48431,0.4192
48433,0.4647
48435,0.4252
48437,0.4275
48439,0.4603
48441,0.4607
48443,0.4769
48445,0.5014
48447,0.4402
48449,0.438
48451,0.4649
48453,0.4915
48455,0.4551
48457,0.4179
48459,0.4324
48461,0.4501
48463,0.4482
48465,0.4485
48467,0.4538
48469,0.4514
48471,0.4869
48473,0.4556
48475,0.4753
48477,0.4275
48479,0.4782
48481,0.4492
48483,0.4151
48485,0.4546
48487,0.4133
48489,0.5001
48491,0.3953
48493,0.4133
48495,0.3928
48497,0.4296
48499,0.4406
48501,0.4273
48503,0.4825
48505,0.4858
48507,0.4972
49001,0.4033
49003,0.3833
49005,0.4272
49007,0.4043
49009,0.429
49011,0.3888
49013,0.394
49015,0.3464
49017,0.4249
49019,0.4106
49021,0.4304
49023,0.3608
49025,0.3779
49027,0.3765
49029,0.3763
49031,0.4224
49033,0.4975
49035,0.4352
49037,0.4616
49039,0.411
49041,0.4007
49043,0.4705
49045,0.3605
49047,0.4232
49049,0.4164
49051,0.4057
49053,0.4278
49055,0.4258
49057,0.4033
50001,0.4229
50003,0.4657
50005,0.4292
50007,0.4471
50009,0.421
50011,0.4164
50013,0.441
50015,0.4322
50017,0.4058
50019,0.4356
50021,0.4296
50023,0.4179
50025,0.4215
50027,0.4596
51001,0.4721
51003,0.4861
51005,0.4226
51007,0.4083
51009,0.411
51011,0.4129
51013,0.4368
51015,0.4232
51017,0.5055
51019,0.4223
51021,0.3824
51023,0.4315
51025,0.4536
51027,0.4555
51029,0.4211
51031,0.4216
51033,0.4029
51035,0.4216
51036,0.4407
51037,0.4426
51041,0.4075
51043,0.4379
51045,0.3937
51047,0.3974
51049,0.4399
51051,0.4306
51053,0.4011
51057,0.4135
51059,0.4202
51061,0.4274
51063,0.3866
51065,0.4127
51067,0.4378
51069,0.398
51071,0.4293
51073,0.3925
51075,0.503
51077,0.4477
51079,0.3794
51081,0.4734
51083,0.4504
51085,0.3914
51087,0.4461
51089,0.425
51091,0.4246
51093,0.4166
51095,0.433
51097,0.3835
51099,0.3727
51101,0.3653
51103,0.4421
51105,0.4315
51107,0.36
51109,0.4034
51111,0.4277
51113,0.4387
51115,0.4063
51117,0.4449
51119,0.4442
51121,0.4891
51125,0.4677
51127,0.3741
51131,0.526
51133,0.4325
51135,0.4476
51137,0.4111
51139,0.4239
51141,0.4136
51143,0.4083
51145,0.3954
51147,0.4644
51149,0.3652
51153,0.3717
51155,0.4217
51157,0.4754
51159,0.4551
51161,0.4161
51163,0.4402
51165,0.4518
51167,0.4579
51169,0.4657
51171,0.4123
51173,0.4693
51175,0.4202
51177,0.3862
51179,0.3688
51181,0.3695
51183,0.4183
51185,0.477
51187,0.4152
51191,0.4688
51193,0.4213
51195,0.4718
51197,0.4505
51199,0.3926
51510,0.4402
51520,0.4616
51530,0.4273
51540,0.51
51550,0.3951
51570,0.4052
51580,0.4193
51590,0.4926
51595,0.5128
51600,0.4132
51610,0.423
51620,0.4618
51630,0.4809
51640,0.4917
51650,0.4164
51660,0.4767
51670,0.424
51678,0.5068
51680,0.4882
51683,0.4004
51685,0.371
51690,0.5085
51700,0.4261
51710,0.469
51720,0.5261
51730,0.4352
51735,0.4042
51740,0.4224
51750,0.5118
51760,0.5373
51770,0.4593
51775,0.4446
51790,0.4713
51800,0.4183
51810,0.4117
51820,0.3975
51830,0.4999
51840,0.4762
53001,0.4039
53003,0.4493
53005,0.4329
53007,0.4485
53009,0.4211
53011,0.4177
53013,0.4572
53015,0.4367
53017,0.385
53019,0.4566
53021,0.408
53023,0.3625
53025,0.4139
53027,0.433
53029,0.4187
53031,0.4479
53033,0.4658
53035,0.4237
53037,0.4514
53039,0.3939
53041,0.4136
53043,0.4098
53045,0.4137
53047,0.4383
53049,0.4456
53051,0.4426
53053,0.4184
53055,0.497
53057,0.4284
53059,0.4681
53061,0.4037
53063,0.4453
53065,0.4104
53067,0.4034
53069,0.4124
53071,0.4495
53073,0.4399
53075,0.5241
53077,0.4373
54001,0.4277
54003,0.4202
54005,0.4557
54007,0.4444
54009,0.4102
54011,0.5004
54013,0.444
54015,0.4232
54017,0.3917
54019,0.4323
54021,0.4724
54023,0.3887
54025,0.4652
54027,0.4511
54029,0.4492
54031,0.4429
54033,0.449
54035,0.4582
54037,0.4141
54039,0.4689
54041,0.4398
54043,0.4357
54045,0.4487
54047,0.4839
54049,0.4369
54051,0.4585
54053,0.4247
54055,0.4594
54057,0.4534
54059,0.4646
54061,0.5153
54063,0.3896
54065,0.4554
54067,0.503
54069,0.4958
54071,0.4563
54073,0.4283
54075,0.4293
54077,0.3976
54079,0.4298
54081,0.4547
54083,0.4409
54085,0.3879
54087,0.4639
54089,0.429
54091,0.4405
54093,0.4305
54095,0.4362
54097,0.427
54099,0.4517
54101,0.4586
54103,0.4566
54105,0.4567
54107,0.456
54109,0.4444
55001,0.4006
55003,0.4295
55005,0.4086
55007,0.411
55009,0.4339
55011,0.4121
55013,0.424
55015,0.3751
55017,0.4004
55019,0.4184
55021,0.3945
55023,0.415
55025,0.4434
55027,0.3879
55029,0.4387
55031,0.4187
55033,0.4096
55035,0.4469
55037,0.3971
55039,0.4018
55041,0.4095
55043,0.4055
55045,0.4097
55047,0.4194
55049,0.4046
55051,0.4328
55053,0.4071
55055,0.3951
55057,0.4114
55059,0.434
55061,0.4038
55063,0.4313
55065,0.396
55067,0.4308
55069,0.4019
55071,0.4069
55073,0.4307
55075,0.4235
55077,0.4005
55078,0.4479
55079,0.4695
55081,0.3911
55083,0.405
55085,0.43
55087,0.4048
55089,0.4738
55091,0.4119
55093,0.4209
55095,0.4151
55097,0.4191
55099,0.3975
55101,0.4308
55103,0.4278
55105,0.4118
55107,0.4176
55109,0.4071
55111,0.4061
55113,0.4452
55115,0.4092
55117,0.4036
55119,0.4236
55121,0.4179
55123,0.4349
55125,0.4379
55127,0.4303
55129,0.4401
55131,0.399
55133,0.4248
55135,0.4063
55137,0.4125
55139,0.4317
55141,0.4159
56001,0.4896
56003,0.3926
56005,0.3763
56007,0.3799
56009,0.4055
56011,0.3999
56013,0.4081
56015,0.4157
56017,0.4223
56019,0.3848
56021,0.4064
56023,0.3738
56025,0.424
56027,0.4841
56029,0.3795
56031,0.4138
56033,0.4121
56035,0.344
56037,0.3818
56039,0.4875
56041,0.4273
56043,0.475
56045,0.4178
